index,title,url,text_length,tokens_processed,reward,processing_time_ms,timestamp,num_tokens
203,Walter Wigmore,https://en.wikipedia.org/?curid=12931935,1875,405,1.0,101.79543495178223,2025-11-15T13:35:12.662825,405
204,List of ships named Oracabessa,https://en.wikipedia.org/?curid=57981745,903,251,1.0,101.13334655761719,2025-11-15T13:35:12.764267,251
205,This Is 40,https://en.wikipedia.org/?curid=31930998,9147,448,1.0,101.71747207641602,2025-11-15T13:35:12.866254,448
206,Irwin Belk,https://en.wikipedia.org/?curid=56715399,889,190,1.0,101.11618041992188,2025-11-15T13:35:12.967716,190
207,Asbel Rutto,https://en.wikipedia.org/?curid=80465851,1097,267,1.0,101.48382186889648,2025-11-15T13:35:13.069571,267
208,Bellavia,https://en.wikipedia.org/?curid=61144087,532,113,1.0,101.06635093688965,2025-11-15T13:35:13.170967,113
209,The Less Deceived,https://en.wikipedia.org/?curid=6556493,3881,474,1.0,101.9752025604248,2025-11-15T13:35:13.273291,474
210,Yoann Martelat,https://en.wikipedia.org/?curid=63716991,932,235,1.0,101.1495590209961,2025-11-15T13:35:13.374783,235
211,Lukas Zuccarello,https://en.wikipedia.org/?curid=79767125,338,83,1.0,100.87037086486816,2025-11-15T13:35:13.475993,83
212,List of non-Dinosauria fossil trackway articles,https://en.wikipedia.org/?curid=14794943,585,157,1.0,100.84009170532227,2025-11-15T13:35:13.577204,157
213,Polar motion,https://en.wikipedia.org/?curid=1475418,11653,469,1.0,101.8836498260498,2025-11-15T13:35:13.679339,469
214,Necton,https://en.wikipedia.org/?curid=13197310,1867,459,1.0,101.87959671020508,2025-11-15T13:35:13.781500,459
215,Roderick S. McCook,https://en.wikipedia.org/?curid=1825948,1158,254,1.0,101.46880149841309,2025-11-15T13:35:13.883277,254
216,Make Love to Me (1941 song),https://en.wikipedia.org/?curid=40160181,278,68,1.0,100.91853141784668,2025-11-15T13:35:13.984546,68
217,Beth Elliott,https://en.wikipedia.org/?curid=48936433,4742,448,1.0,101.76467895507812,2025-11-15T13:35:14.086703,448
218,Kōyasan chōishi-michi,https://en.wikipedia.org/?curid=31725394,2307,518,1.0,101.6991138458252,2025-11-15T13:35:14.188699,518
219,Verbascum virgatum,https://en.wikipedia.org/?curid=27769390,636,150,1.0,100.97813606262207,2025-11-15T13:35:14.289982,150
220,2015 Malaysia FA Cup final,https://en.wikipedia.org/?curid=49758718,307,67,1.0,100.93951225280762,2025-11-15T13:35:14.391215,67
221,Lois Jackman,https://en.wikipedia.org/?curid=55779814,995,226,1.0,101.41396522521973,2025-11-15T13:35:14.492984,226
222,American Satellite Corporation,https://en.wikipedia.org/?curid=44501358,4001,405,1.0,101.83525085449219,2025-11-15T13:35:14.595128,405
223,"List of county routes in Westchester County, New York",https://en.wikipedia.org/?curid=7032566,863,168,1.0,101.34744644165039,2025-11-15T13:35:14.696783,168
224,List of Moyashimon chapters,https://en.wikipedia.org/?curid=17645178,830,193,1.0,100.96263885498047,2025-11-15T13:35:14.798061,193
225,Xu Yinghui,https://en.wikipedia.org/?curid=56651456,250,68,1.0,100.62074661254883,2025-11-15T13:35:14.898924,68
226,Esther Nkansah,https://en.wikipedia.org/?curid=60626020,1081,230,1.0,101.28593444824219,2025-11-15T13:35:15.000479,230
227,Tuku Morgan,https://en.wikipedia.org/?curid=1120232,6567,437,1.0,102.03099250793457,2025-11-15T13:35:15.102842,437
228,KJ-52,https://en.wikipedia.org/?curid=1512713,6551,543,1.0,101.80854797363281,2025-11-15T13:35:15.204962,543
229,Christopher Edwards (clinician),https://en.wikipedia.org/?curid=41610875,838,164,1.0,101.17983818054199,2025-11-15T13:35:15.306482,164
230,Windwagon Smith,https://en.wikipedia.org/?curid=41342094,2203,461,1.0,101.91535949707031,2025-11-15T13:35:15.408727,461
231,Trent Barrett,https://en.wikipedia.org/?curid=2725786,10290,455,1.0,101.8528938293457,2025-11-15T13:35:15.510912,455
232,I'll Never Get Out of This World Alive (album),https://en.wikipedia.org/?curid=32317797,1601,361,1.0,101.54366493225098,2025-11-15T13:35:15.612797,361
233,Ayesem,https://en.wikipedia.org/?curid=57527830,1073,255,1.0,101.20677947998047,2025-11-15T13:35:15.714281,255
234,Kemner v. Monsanto,https://en.wikipedia.org/?curid=80481607,3987,439,1.0,102.04625129699707,2025-11-15T13:35:15.816634,439
235,Jodi (musician),https://en.wikipedia.org/?curid=74720516,617,144,1.0,101.17745399475098,2025-11-15T13:35:15.918136,144
236,Vassmolösa,https://en.wikipedia.org/?curid=22716724,360,92,1.0,100.79526901245117,2025-11-15T13:35:16.019271,92
237,56th Golden Bell Awards,https://en.wikipedia.org/?curid=71700474,480,116,1.0,100.95047950744629,2025-11-15T13:35:16.120535,116
238,Scott Mountains (California),https://en.wikipedia.org/?curid=20836992,1517,353,1.0,101.64523124694824,2025-11-15T13:35:16.222441,353
239,"Witta, son of Wecta",https://en.wikipedia.org/?curid=1814631,358,90,1.0,101.00650787353516,2025-11-15T13:35:16.323796,90
240,Yuri Stepanov (actor),https://en.wikipedia.org/?curid=26448624,561,179,1.0,101.20940208435059,2025-11-15T13:35:16.425392,179
241,2003–04 FIBA Europe League,https://en.wikipedia.org/?curid=42203774,986,214,1.0,101.42874717712402,2025-11-15T13:35:16.527214,214
242,George Beare (footballer),https://en.wikipedia.org/?curid=18203204,3892,426,1.0,101.62639617919922,2025-11-15T13:35:16.629223,426
243,C. H. Elting,https://en.wikipedia.org/?curid=60910008,1345,279,1.0,101.41777992248535,2025-11-15T13:35:16.730928,279
244,Maurice Tourneux,https://en.wikipedia.org/?curid=195692,1333,348,1.0,101.60470008850098,2025-11-15T13:35:16.832850,348
245,Andrew Jackson Kirk,https://en.wikipedia.org/?curid=11526487,1613,347,1.0,101.7611026763916,2025-11-15T13:35:16.934972,347
246,Venera 16,https://en.wikipedia.org/?curid=390937,3223,512,1.0,101.95636749267578,2025-11-15T13:35:17.037333,512
247,Howle,https://en.wikipedia.org/?curid=63951150,1064,233,1.0,101.24015808105469,2025-11-15T13:35:17.138972,233
248,2024 Cimahi mayoral election,https://en.wikipedia.org/?curid=76982025,2388,430,1.0,101.61542892456055,2025-11-15T13:35:17.240921,430
249,Knut Værnes,https://en.wikipedia.org/?curid=36347880,3629,543,1.0,101.9742488861084,2025-11-15T13:35:17.343166,543
250,Riba (disambiguation),https://en.wikipedia.org/?curid=35311996,576,148,1.0,100.98862648010254,2025-11-15T13:35:17.444461,148
251,Simone Rao Grimaldi,https://en.wikipedia.org/?curid=49428676,721,176,1.0,100.95334053039551,2025-11-15T13:35:17.548304,176
252,Apollo 11 Cave,https://en.wikipedia.org/?curid=40079739,3030,504,1.0,101.89294815063477,2025-11-15T13:35:17.650527,504
253,Nanomedicine (Elsevier journal),https://en.wikipedia.org/?curid=36602810,760,181,1.0,101.04131698608398,2025-11-15T13:35:17.751955,181
254,"Tom Clark (cricketer, born 2001)",https://en.wikipedia.org/?curid=61862284,790,179,1.0,101.06754302978516,2025-11-15T13:35:17.853363,179
255,Sargon Gabriel,https://en.wikipedia.org/?curid=21798154,1807,443,1.0,101.7618179321289,2025-11-15T13:35:17.955442,443
256,Education in Warsaw,https://en.wikipedia.org/?curid=832350,6761,442,1.0,101.98640823364258,2025-11-15T13:35:18.057702,442
257,Ronald M. Hahn,https://en.wikipedia.org/?curid=17839117,1435,404,1.0,101.67741775512695,2025-11-15T13:35:18.159700,404
258,Bimokalner,https://en.wikipedia.org/?curid=78765540,260,63,1.0,100.95381736755371,2025-11-15T13:35:18.260986,63
259,Operating agreement,https://en.wikipedia.org/?curid=4087550,1647,315,1.0,101.57322883605957,2025-11-15T13:35:18.362868,315
260,Hune Covered Bridge,https://en.wikipedia.org/?curid=30070909,970,201,1.0,101.09329223632812,2025-11-15T13:35:18.464274,201
261,William H. O'Dell,https://en.wikipedia.org/?curid=13498731,1319,294,1.0,101.49383544921875,2025-11-15T13:35:18.566018,294
262,Us Against the World,https://en.wikipedia.org/?curid=14524906,609,168,1.0,101.12881660461426,2025-11-15T13:35:18.667415,168
263,Rapid Fire Theatre,https://en.wikipedia.org/?curid=7226365,4190,473,1.0,101.99880599975586,2025-11-15T13:35:18.769713,473
264,Cytochrome c nitrite reductase,https://en.wikipedia.org/?curid=14161466,1202,332,1.0,101.29237174987793,2025-11-15T13:35:18.871346,332
265,Charlotte Lehmann,https://en.wikipedia.org/?curid=20116147,427,96,1.0,100.75044631958008,2025-11-15T13:35:18.972431,96
266,1999 NCAA Division I men's ice hockey tournament,https://en.wikipedia.org/?curid=16431611,2143,428,1.0,102.27632522583008,2025-11-15T13:35:19.075115,428
267,2021 Supercopa do Brasil,https://en.wikipedia.org/?curid=66088030,618,156,1.0,101.27806663513184,2025-11-15T13:35:19.176797,156
268,George Bell (activist),https://en.wikipedia.org/?curid=69838996,1243,266,1.0,101.37820243835449,2025-11-15T13:35:19.278482,266
269,66th Honinbo,https://en.wikipedia.org/?curid=32004338,853,201,1.0,101.3035774230957,2025-11-15T13:35:19.380162,201
270,Barro,https://en.wikipedia.org/?curid=22258068,1669,425,1.0,101.86600685119629,2025-11-15T13:35:19.482398,425
271,History of the Church,https://en.wikipedia.org/?curid=35152686,382,80,1.0,100.7683277130127,2025-11-15T13:35:19.583563,80
272,"New Hope, Florida",https://en.wikipedia.org/?curid=6304247,204,55,1.0,100.60977935791016,2025-11-15T13:35:19.684553,55
273,Erika Burgess,https://en.wikipedia.org/?curid=16799115,514,109,1.0,101.05180740356445,2025-11-15T13:35:19.785964,109
274,River Raid,https://en.wikipedia.org/?curid=2354690,15268,458,1.0,101.9906997680664,2025-11-15T13:35:19.888281,458
275,Nawabzada Farid Salahuddin,https://en.wikipedia.org/?curid=58021251,480,119,1.0,101.12667083740234,2025-11-15T13:35:19.989758,119
276,W. H. L. McCarthy,https://en.wikipedia.org/?curid=74155965,4966,438,1.0,101.66788101196289,2025-11-15T13:35:20.091815,438
277,1953 Tennessee Volunteers football team,https://en.wikipedia.org/?curid=35030140,519,116,1.0,100.88515281677246,2025-11-15T13:35:20.193001,116
278,Vanity Vain,https://en.wikipedia.org/?curid=72962640,780,190,1.0,101.21655464172363,2025-11-15T13:35:20.294643,190
279,Lehize Hilal Benli,https://en.wikipedia.org/?curid=30482714,559,141,1.0,101.0897159576416,2025-11-15T13:35:20.396102,141
280,Victor Perez,https://en.wikipedia.org/?curid=13588934,785,172,1.0,101.23920440673828,2025-11-15T13:35:20.497657,172
281,Myosotis pottsiana,https://en.wikipedia.org/?curid=73790843,3986,553,1.0,102.08940505981445,2025-11-15T13:35:20.600141,553
282,Chairman of the Conservative Party,https://en.wikipedia.org/?curid=413135,1110,201,1.0,101.44448280334473,2025-11-15T13:35:20.701982,201
283,War Memorial (Angri),https://en.wikipedia.org/?curid=80281707,2604,477,1.0,101.66716575622559,2025-11-15T13:35:20.803997,477
284,Sumer–Elam war,https://en.wikipedia.org/?curid=71543052,2263,519,1.0,102.31137275695801,2025-11-15T13:35:20.906612,519
285,Nancy Wood (author),https://en.wikipedia.org/?curid=51927457,6416,419,1.0,101.93395614624023,2025-11-15T13:35:21.008816,419
286,Isthmus of Ak-Monay,https://en.wikipedia.org/?curid=50168185,690,310,1.0,101.2122631072998,2025-11-15T13:35:21.110361,310
287,Ministry of Punishments,https://en.wikipedia.org/?curid=56868127,341,74,1.0,100.97169876098633,2025-11-15T13:35:21.211726,74
288,East Herts Miniature Railway,https://en.wikipedia.org/?curid=15933091,682,156,1.0,101.27687454223633,2025-11-15T13:35:21.313375,156
289,"United States Post Office (Freeport, New York)",https://en.wikipedia.org/?curid=29029227,744,167,1.0,100.92020034790039,2025-11-15T13:35:21.414636,167
290,1956 Villanova Wildcats football team,https://en.wikipedia.org/?curid=54322685,303,59,1.0,100.7084846496582,2025-11-15T13:35:21.515800,59
291,L21,https://en.wikipedia.org/?curid=31774013,521,144,1.0,100.8455753326416,2025-11-15T13:35:21.616900,144
292,Gunnery and Torpedo Division (Royal Navy),https://en.wikipedia.org/?curid=53284053,3735,419,1.0,101.79495811462402,2025-11-15T13:35:21.718999,419
293,Alhambra Springs,https://en.wikipedia.org/?curid=76238843,6516,472,1.0,101.90320014953613,2025-11-15T13:35:21.821224,472
294,Ahmet Can Arık,https://en.wikipedia.org/?curid=62254477,413,103,1.0,101.04036331176758,2025-11-15T13:35:21.922703,103
295,Wendy Campbell-Purdie,https://en.wikipedia.org/?curid=44727769,2159,450,1.0,101.90153121948242,2025-11-15T13:35:22.024998,450
296,Bob Ajisafe,https://en.wikipedia.org/?curid=45472791,1496,335,1.0,101.55987739562988,2025-11-15T13:35:22.126947,335
297,33rd Annie Awards,https://en.wikipedia.org/?curid=8588231,1306,331,1.0,101.4871597290039,2025-11-15T13:35:22.228703,331
298,Byul,https://en.wikipedia.org/?curid=6161068,1092,232,1.0,101.46379470825195,2025-11-15T13:35:22.330477,232
299,Balloonfest '86,https://en.wikipedia.org/?curid=42207795,5011,444,1.0,102.10227966308594,2025-11-15T13:35:22.432969,444
300,"Church of St Mary the Virgin, Wistaston",https://en.wikipedia.org/?curid=15469109,2008,473,1.0,102.10800170898438,2025-11-15T13:35:22.535503,473
301,"National Register of Historic Places listings in Wayne County, Ohio",https://en.wikipedia.org/?curid=21365439,815,147,1.0,101.04012489318848,2025-11-15T13:35:22.639626,147
302,Impatiens hawkeri,https://en.wikipedia.org/?curid=26679358,731,165,1.0,101.05371475219727,2025-11-15T13:35:22.741007,165
303,Ychoux,https://en.wikipedia.org/?curid=15804499,205,51,1.0,100.88825225830078,2025-11-15T13:35:22.842175,51
304,Ministry of Culture (Estonia),https://en.wikipedia.org/?curid=28668021,1002,194,1.0,101.38511657714844,2025-11-15T13:35:22.943840,194
305,Montegufoni Castle,https://en.wikipedia.org/?curid=79140172,5543,503,1.0,101.88412666320801,2025-11-15T13:35:23.046120,503
306,Dimitris Paraskevas,https://en.wikipedia.org/?curid=48412486,2666,442,1.0,101.9434928894043,2025-11-15T13:35:23.148410,442
307,WHI,https://en.wikipedia.org/?curid=6890631,454,112,1.0,100.83603858947754,2025-11-15T13:35:23.249632,112
308,Tanzania Railways Corporation,https://en.wikipedia.org/?curid=30862704,4121,477,1.0,101.78256034851074,2025-11-15T13:35:23.351752,477
309,Angel City FC,https://en.wikipedia.org/?curid=64608795,6943,467,1.0,101.84550285339355,2025-11-15T13:35:23.453899,467
310,Heinrich Reinhold,https://en.wikipedia.org/?curid=38483513,2224,534,1.0,102.04744338989258,2025-11-15T13:35:23.556248,534
311,The Margin (novel),https://en.wikipedia.org/?curid=21761789,488,132,1.0,101.14407539367676,2025-11-15T13:35:23.657729,132
312,Traralgon,https://en.wikipedia.org/?curid=63838,20065,545,1.0,102.08678245544434,2025-11-15T13:35:23.760257,545
313,Coloman of Galicia,https://en.wikipedia.org/?curid=5715824,13936,487,1.0,101.78565979003906,2025-11-15T13:35:23.862503,487
314,Sailing at the 2000 Summer Olympics – Laser,https://en.wikipedia.org/?curid=37598458,908,226,1.0,101.48286819458008,2025-11-15T13:35:23.964320,226
315,1988 United States Senate election in North Dakota,https://en.wikipedia.org/?curid=7894622,1556,336,1.0,101.68075561523438,2025-11-15T13:35:24.066291,336
316,Scott Clinic,https://en.wikipedia.org/?curid=13856945,637,137,1.0,101.19271278381348,2025-11-15T13:35:24.167798,137
317,Edward Roseman,https://en.wikipedia.org/?curid=4671008,2669,467,1.0,102.0050048828125,2025-11-15T13:35:24.270263,467
318,Astrid Johannessen,https://en.wikipedia.org/?curid=21335622,1125,256,1.0,101.36985778808594,2025-11-15T13:35:24.372013,256
319,Portland Pilots women's soccer,https://en.wikipedia.org/?curid=41828854,407,74,1.0,100.80313682556152,2025-11-15T13:35:24.473261,74
320,Fencing at the 2015 Summer Universiade – Women's individual épée,https://en.wikipedia.org/?curid=47215171,253,61,1.0,100.89421272277832,2025-11-15T13:35:24.574584,61
321,Ioakeim Martianos,https://en.wikipedia.org/?curid=28361399,782,199,1.0,101.07302665710449,2025-11-15T13:35:24.676153,199
322,Šaš,https://en.wikipedia.org/?curid=28638788,523,132,1.0,101.07541084289551,2025-11-15T13:35:24.777549,132
323,Precordial thump,https://en.wikipedia.org/?curid=838579,3882,462,1.0,102.11706161499023,2025-11-15T13:35:24.880025,462
324,Execution of Mohsen Shekari,https://en.wikipedia.org/?curid=72443738,12833,475,1.0,102.14376449584961,2025-11-15T13:35:24.982615,475
325,Akram Khan Durrani,https://en.wikipedia.org/?curid=4457231,2888,474,1.0,101.64499282836914,2025-11-15T13:35:25.084700,474
326,Kady McDermott,https://en.wikipedia.org/?curid=50901543,1891,404,1.0,101.86600685119629,2025-11-15T13:35:25.186895,404
327,Minami (name),https://en.wikipedia.org/?curid=39710229,5190,522,1.0,101.80020332336426,2025-11-15T13:35:25.288994,522
328,Giulio Fantuzzi,https://en.wikipedia.org/?curid=64541947,623,123,1.0,100.91257095336914,2025-11-15T13:35:25.390210,123
329,Bunny and Claude (We Rob Carrot Patches),https://en.wikipedia.org/?curid=42053493,2696,505,1.0,102.04958915710449,2025-11-15T13:35:25.492760,505
330,The Experienced English Housekeeper,https://en.wikipedia.org/?curid=44786655,11021,481,1.0,101.99451446533203,2025-11-15T13:35:25.595088,481
331,Taiwan Travelogue,https://en.wikipedia.org/?curid=80179283,972,208,1.0,101.12404823303223,2025-11-15T13:35:25.696627,208
332,Roger Johnson,https://en.wikipedia.org/?curid=4113758,598,116,1.0,100.96502304077148,2025-11-15T13:35:25.797887,116
333,Mount Zion Baptist Church (Miami),https://en.wikipedia.org/?curid=7396947,390,76,1.0,101.05180740356445,2025-11-15T13:35:25.899326,76
334,TV5,https://en.wikipedia.org/?curid=3650323,924,219,1.0,101.18818283081055,2025-11-15T13:35:26.000889,219
335,2016 Kiribati presidential election,https://en.wikipedia.org/?curid=49730384,335,88,1.0,101.00698471069336,2025-11-15T13:35:26.102205,88
336,Paul Fredricks,https://en.wikipedia.org/?curid=24110667,3448,464,1.0,101.80830955505371,2025-11-15T13:35:26.204316,464
337,Veniamin Basner,https://en.wikipedia.org/?curid=30247742,4553,499,1.0,101.75538063049316,2025-11-15T13:35:26.306384,499
338,Beate Uhse Erotic Museum,https://en.wikipedia.org/?curid=4198386,922,215,1.0,101.17864608764648,2025-11-15T13:35:26.407869,215
339,2014 Forest Hills Drive,https://en.wikipedia.org/?curid=44425475,15805,430,1.0,101.8209457397461,2025-11-15T13:35:26.510033,430
340,Leonhard Koeppe,https://en.wikipedia.org/?curid=11704270,1985,493,1.0,102.0207405090332,2025-11-15T13:35:26.612362,493
341,Miss Venezuela 2024,https://en.wikipedia.org/?curid=77794866,1993,408,1.0,102.04911231994629,2025-11-15T13:35:26.714760,408
342,Miha Gale,https://en.wikipedia.org/?curid=64496914,216,50,1.0,100.9833812713623,2025-11-15T13:35:26.816132,50
343,HR 3159,https://en.wikipedia.org/?curid=5067067,973,243,1.0,101.02581977844238,2025-11-15T13:35:26.917563,243
344,Camille Martin,https://en.wikipedia.org/?curid=19078241,4278,468,1.0,101.8376350402832,2025-11-15T13:35:27.019676,468
345,Kishori Lal (Kullu politician),https://en.wikipedia.org/?curid=55693757,292,63,1.0,100.83460807800293,2025-11-15T13:35:27.120811,63
346,Constituencies of the Parliament of the United Kingdom,https://en.wikipedia.org/?curid=2693066,3838,403,1.0,102.03289985656738,2025-11-15T13:35:27.223219,403
347,2025 national electoral calendar,https://en.wikipedia.org/?curid=75781445,4856,448,1.0,101.52029991149902,2025-11-15T13:35:27.325063,448
348,Sam Carey,https://en.wikipedia.org/?curid=16910980,2495,484,1.0,102.0653247833252,2025-11-15T13:35:27.427475,484
349,Takakazu Kuriyama,https://en.wikipedia.org/?curid=62495142,1061,220,1.0,101.11212730407715,2025-11-15T13:35:27.528935,220
350,1979 Cornell Big Red football team,https://en.wikipedia.org/?curid=64702459,597,130,1.0,100.94285011291504,2025-11-15T13:35:27.630212,130
351,2022 UCI Women's World Tour,https://en.wikipedia.org/?curid=70072669,2586,452,1.0,101.84502601623535,2025-11-15T13:35:27.734952,452
352,"Mitchell, Oregon",https://en.wikipedia.org/?curid=131019,7634,458,1.0,101.8683910369873,2025-11-15T13:35:27.837179,458
353,Arcángel & De la Ghetto,https://en.wikipedia.org/?curid=14661562,1537,453,1.0,101.5019416809082,2025-11-15T13:35:27.939022,453
354,Road Trips Volume 3 Number 1,https://en.wikipedia.org/?curid=24809673,1956,584,1.0,101.87673568725586,2025-11-15T13:35:28.041217,584
355,Inna Bulkina,https://en.wikipedia.org/?curid=70186270,1920,531,1.0,101.72486305236816,2025-11-15T13:35:28.143325,531
356,Matt Daylight,https://en.wikipedia.org/?curid=16311457,1263,257,1.0,101.42660140991211,2025-11-15T13:35:28.245026,257
357,Eanfrith of Hwicce,https://en.wikipedia.org/?curid=2749263,226,67,1.0,100.78740119934082,2025-11-15T13:35:28.346081,67
358,Roman Vondráček,https://en.wikipedia.org/?curid=62424509,639,166,1.0,101.1040210723877,2025-11-15T13:35:28.447517,166
359,Archie Clement (footballer),https://en.wikipedia.org/?curid=24043137,237,49,1.0,100.93021392822266,2025-11-15T13:35:28.548753,49
360,Ralph Kiner,https://en.wikipedia.org/?curid=632717,11285,422,1.0,102.02407836914062,2025-11-15T13:35:28.651119,422
361,The Silent Invasion (comics),https://en.wikipedia.org/?curid=10231541,2040,503,1.0,101.71103477478027,2025-11-15T13:35:28.753207,503
362,Jamie Shea,https://en.wikipedia.org/?curid=182272,1775,359,1.0,101.6082763671875,2025-11-15T13:35:28.855145,359
363,Brennan v HM Advocate,https://en.wikipedia.org/?curid=21352240,1178,262,1.0,101.17292404174805,2025-11-15T13:35:28.956595,262
364,Big Red,https://en.wikipedia.org/?curid=176966,2202,489,1.0,102.0498275756836,2025-11-15T13:35:29.058991,489
365,Crest of the Blue Ridge Henderson County AVA,https://en.wikipedia.org/?curid=78136329,12765,442,1.0,101.84884071350098,2025-11-15T13:35:29.161238,442
366,Ivor Phillips (cricketer),https://en.wikipedia.org/?curid=66095007,1083,251,1.0,101.3185977935791,2025-11-15T13:35:29.262977,251
367,John MacLeod (canoeist),https://en.wikipedia.org/?curid=24364215,1282,272,1.0,101.49502754211426,2025-11-15T13:35:29.364806,272
368,Gabriele Mehl,https://en.wikipedia.org/?curid=30716330,1440,323,1.0,101.86386108398438,2025-11-15T13:35:29.467003,323
369,Tioman (state constituency),https://en.wikipedia.org/?curid=60468280,337,62,1.0,100.9519100189209,2025-11-15T13:35:29.568227,62
370,Bharatiya Kranti Dal,https://en.wikipedia.org/?curid=15204479,720,167,1.0,101.25303268432617,2025-11-15T13:35:29.669858,167
371,List of ambassadors of Peru to Canada,https://en.wikipedia.org/?curid=56982849,231,43,1.0,100.93808174133301,2025-11-15T13:35:29.771139,43
372,Alpheus S. Williams,https://en.wikipedia.org/?curid=1816125,10587,444,1.0,102.09345817565918,2025-11-15T13:35:29.873650,444
373,Anarithma pamila,https://en.wikipedia.org/?curid=56513000,2887,576,1.0,101.84144973754883,2025-11-15T13:35:29.975934,576
374,Antonio Barbaro,https://en.wikipedia.org/?curid=4603895,3348,507,1.0,101.85480117797852,2025-11-15T13:35:30.078306,507
375,125th Street station (IRT Lexington Avenue Line),https://en.wikipedia.org/?curid=728991,15137,432,1.0,102.67066955566406,2025-11-15T13:35:30.181382,432
376,Sophia Desta,https://en.wikipedia.org/?curid=4418204,2088,482,1.0,102.00834274291992,2025-11-15T13:35:30.283765,482
377,Paul Coll,https://en.wikipedia.org/?curid=39147055,3756,437,1.0,102.03933715820312,2025-11-15T13:35:30.386185,437
378,Comarcas of the Community of Madrid,https://en.wikipedia.org/?curid=38404293,231,68,1.0,100.78024864196777,2025-11-15T13:35:30.487357,68
379,São João de Areias,https://en.wikipedia.org/?curid=3543151,4158,485,1.0,101.7754077911377,2025-11-15T13:35:30.589467,485
380,Yoyetta kershawi,https://en.wikipedia.org/?curid=81602574,689,154,1.0,100.92806816101074,2025-11-15T13:35:30.690754,154
381,"Crown King, Arizona",https://en.wikipedia.org/?curid=8534500,5727,461,1.0,101.93181037902832,2025-11-15T13:35:30.792990,461
382,CVV-4 Pellicano,https://en.wikipedia.org/?curid=37119237,3243,501,1.0,102.19979286193848,2025-11-15T13:35:30.895725,501
383,Pollimyrus isidori,https://en.wikipedia.org/?curid=73881005,1012,271,1.0,101.47857666015625,2025-11-15T13:35:30.997533,271
384,"Beaverton, Alabama",https://en.wikipedia.org/?curid=104820,1899,467,1.0,101.83048248291016,2025-11-15T13:35:31.099773,467
385,5th Space Launch Squadron,https://en.wikipedia.org/?curid=13360464,1581,335,1.0,101.45139694213867,2025-11-15T13:35:31.201618,335
386,John W. Wells,https://en.wikipedia.org/?curid=34361951,12097,460,1.0,101.92108154296875,2025-11-15T13:35:31.303928,460
387,Trésor Regional Nature Reserve,https://en.wikipedia.org/?curid=67140751,1414,314,1.0,101.67908668518066,2025-11-15T13:35:31.405930,314
388,Ruth Fowler Edwards,https://en.wikipedia.org/?curid=41557081,4894,447,1.0,101.97758674621582,2025-11-15T13:35:31.508233,447
389,David Penman,https://en.wikipedia.org/?curid=15775104,2514,413,1.0,101.99999809265137,2025-11-15T13:35:31.610581,413
390,Tsingy forest rail,https://en.wikipedia.org/?curid=31687892,778,186,1.0,101.18651390075684,2025-11-15T13:35:31.712198,186
391,Ernest Hotson,https://en.wikipedia.org/?curid=21243986,4047,460,1.0,101.64475440979004,2025-11-15T13:35:31.814141,460
392,Arthur Dinaux,https://en.wikipedia.org/?curid=39374658,579,172,1.0,101.00221633911133,2025-11-15T13:35:31.915444,172
393,Dun Sar,https://en.wikipedia.org/?curid=40917557,261,80,1.0,100.94451904296875,2025-11-15T13:35:32.016684,80
394,Cinema of Portugal,https://en.wikipedia.org/?curid=2269992,26058,494,1.0,101.90510749816895,2025-11-15T13:35:32.118910,494
395,"Sergey Maslov (footballer, born 1990)",https://en.wikipedia.org/?curid=26821252,301,80,1.0,100.90422630310059,2025-11-15T13:35:32.220142,80
396,Chiasmocleis ventrimaculata,https://en.wikipedia.org/?curid=12398400,10380,511,1.0,102.00881958007812,2025-11-15T13:35:32.322495,511
397,Stanisław Kiszka,https://en.wikipedia.org/?curid=44524006,6774,465,1.0,101.6240119934082,2025-11-15T13:35:32.424422,465
398,JFS,https://en.wikipedia.org/?curid=7089315,1003,232,1.0,101.2575626373291,2025-11-15T13:35:32.526044,232
399,Afforestation in Scotland,https://en.wikipedia.org/?curid=62494832,4603,396,1.0,102.01692581176758,2025-11-15T13:35:32.628357,396
400,Bank of issue,https://en.wikipedia.org/?curid=12527945,10385,419,1.0,102.10323333740234,2025-11-15T13:35:32.730785,419
401,"St Giles' Church, Matlock",https://en.wikipedia.org/?curid=53389055,1771,431,1.0,101.90606117248535,2025-11-15T13:35:32.835660,431
402,Stefano Seedorf,https://en.wikipedia.org/?curid=7483970,1333,316,1.0,101.52173042297363,2025-11-15T13:35:32.937575,316
403,Pan-European Institute,https://en.wikipedia.org/?curid=20805445,8380,456,1.0,101.8378734588623,2025-11-15T13:35:33.039774,456
404,Wade Miley,https://en.wikipedia.org/?curid=32754248,9712,431,1.0,102.19836235046387,2025-11-15T13:35:33.142354,431
405,Kalanjukittiya Thankam,https://en.wikipedia.org/?curid=31155385,459,136,1.0,100.88253021240234,2025-11-15T13:35:33.243534,136
406,Justin Bibb,https://en.wikipedia.org/?curid=68735295,10380,413,1.0,102.07104682922363,2025-11-15T13:35:33.345949,413
407,Speirs shadow ministry,https://en.wikipedia.org/?curid=70587861,1670,347,1.0,101.68886184692383,2025-11-15T13:35:33.447964,347
408,Milk River (Jamaica),https://en.wikipedia.org/?curid=23544432,222,57,1.0,100.89898109436035,2025-11-15T13:35:33.549300,57
